brand,make,year,price,km,gearbox,doors,imported,kW,cm3,fuel,registered,color,aircon,damage,car_type,standard,drive
Alfa Romeo,147,2004,1550,210000,M,2/3,0,110,1970.0,LPG,1,GR,4,0,HB,3,F
Audi,A3,2005,3800,176000,M,4/5,0,103,2000.0,diesel,0,GR,4,0,HB,3,F
VW,New Beetle,2004,3333,199000,M,2/3,0,110,1800.0,petrol,1,GR,2,0,HB,4,F
BMW,320,2003,2690,205400,M,4/5,0,110,1995.0,diesel,0,BL,4,0,SW,3,B
VW,Passat,1999,800,280000,M,4/5,1,110,2300.0,petrol,1,GR,4,0,SDN,2,F
Seat,Ibiza,2003,1299,250000,M,2/3,0,47,1875.0,diesel,0,BL,2,0,HB,3,F
Opel,Meriva,2003,1590,208123,M,4/5,0,74,101.0,petrol,1,VAR,2,0,SM,3,F
Peugeot,306,1997,550,186000,M,2/3,0,55,1360.0,petrol,0,VAR,0,0,HB,2,F
Opel,Insignia,2010,7850,176000,M,4/5,1,100,2000.0,diesel,0,VAR,4,0,SW,5,F
Renault,Clio,2004,950,270000,M,2/3,0,48,1500.0,diesel,0,WH,2,0,HB,3,F
Mercedes,E 270,2004,3499,350000,A,4/5,0,130,2685.0,diesel,0,BL,4,0,SDN,3,B
Renault,Megane,2002,1550,168000,M,4/5,0,79,1598.0,petrol,1,GR,2,0,SDN,3,F
Kia,Ceed,2008,3350,166650,M,4/5,0,66,1600.0,diesel,1,BL,1,0,SW,4,F
Fiat,500,2008,4790,178540,M,2/3,0,55,1248.0,diesel,0,WH,4,0,CP,4,F
Peugeot,207,2007,3300,96000,M,2/3,0,55,1400.0,petrol,0,WH,2,0,HB,4,F
VW,Golf 4,2003,3100,230000,M,2/3,0,110,1896.0,diesel,0,GR,4,0,HB,3,4x4
Ford,Fiesta,2004,1850,181000,M,4/5,0,50,1399.0,diesel,0,VAR,2,0,HB,3,F
Škoda,Octavia,2012,9200,183000,M,4/5,0,103,1968.0,diesel,1,GR,4,0,SDN,5,F
Audi,Q5,2014,16490,192144,A,4/5,1,140,1968.0,diesel,1,BL,3,0,SUV,5,4x4
Toyota,Corolla Verso,2009,3899,157743,M,4/5,1,99,2231.0,diesel,0,GR,3,0,SW,4,F
Opel,Meriva,2004,2390,235000,M,4/5,0,74,1686.0,diesel,0,VAR,2,0,VAN,4,F
Ford,Focus,2008,3750,192000,M,4/5,0,66,1560.0,diesel,0,VAR,4,0,SW,4,F
Renault,Scenic,2003,1800,200,M,4/5,0,88,1870.0,diesel,1,GR,4,0,VAN,3,F
VW,Golf 4,2000,1699,223000,M,2/3,0,77,1596.0,petrol,1,VAR,4,0,HB,3,F
Kia,Carens,2007,3200,225000,A,4/5,0,103,1991.0,diesel,1,VAR,4,0,VAN,4,F
Audi,A6,2005,5650,287000,M,4/5,0,103,1968.0,diesel,1,VAR,4,0,SDN,4,F
Mercedes,GLA,2016,19999,59405,A,4/5,1,99,2143.0,diesel,0,WH,3,0,SUV,6,4x4
Jaguar,X_Type,2004,3700,210850,M,4/5,0,96,1998.0,diesel,0,GR,2,0,SDN,4,F
Toyota,Carina,1998,420,189500,M,4/5,0,78,1587.0,LPG,1,BL,1,1,SDN,2,F
Audi,A6,2006,6500,225,M,4/5,0,103,2000.0,diesel,0,VAR,4,0,SDN,5,F
Kia,Sportage,2014,10950,161425,A,4/5,0,100,1995.0,diesel,0,BL,4,0,SUV,5,4x4
Ford,Mondeo,2010,2990,295317,A,4/5,1,103,1997.0,diesel,0,GR,3,0,SW,4,F
Audi,A4,2017,28500,89000,A,4/5,1,140,1968.0,diesel,1,GR,3,0,SW,4,F
Peugeot,307,2002,2200,185500,M,2/3,0,79,1998.0,diesel,0,BL,4,0,HB,3,F
Škoda,Yeti,2014,11300,109637,M,4/5,1,81,1968.0,diesel,0,WH,3,0,SW,5,F
Opel,Zafira,2004,2300,200000,M,4/5,0,74,1995.0,diesel,1,GR,2,0,VAN,3,F
VW,Golf 3,1998,500,225566,M,4/5,0,55,1896.0,diesel,0,VAR,1,0,SW,2,F
VW,Golf 5,2004,4500,137000,M,4/5,1,77,1900.0,diesel,1,VAR,4,0,HB,4,F
Audi,A4,2012,9699,202013,M,4/5,1,87,1968.0,diesel,1,GR,3,0,SW,4,F
Kia,Sportage,2006,4499,215889,M,4/5,1,104,1975.0,petrol,1,GR,3,0,SW,5,4x4
Peugeot,207,2007,2890,197000,M,4/5,0,66,1560.0,diesel,0,VAR,4,0,HB,4,F
Škoda,Octavia,2004,3590,196000,M,4/5,0,77,1896.0,diesel,0,VAR,4,0,SDN,4,F
VW,Passat,2007,4700,301,M,4/5,0,76,1968.0,diesel,1,GR,4,0,SW,4,F
Renault,Kadjar,2016,12399,132000,S,4/5,0,81,1461.0,diesel,1,GR,4,0,SUV,6,F
Hyundai,i30,2010,3699,218175,M,4/5,1,79,1396.0,petrol,0,VAR,3,0,HB,4,F
BMW,320,2002,2490,217890,M,4/5,0,110,1995.0,diesel,0,GR,4,0,SDN,3,B
Kia,Pride,1999,790,90000,M,2/3,1,46,1324.0,petrol,1,VAR,0,0,HB,4,F
Toyota,Corolla,1990,690,183000,M,4/5,0,75,1295.0,petrol,0,GR,0,0,SDN,1,F
Renault,Scenic,2003,1690,200000,M,4/5,0,60,1461.0,diesel,0,VAR,2,0,VAN,3,F
VW,T5,2013,19999,159467,M,4/5,1,132,1968.0,diesel,0,WH,3,0,VAN,5,F
Ford,Fiesta,2005,2000,130220,M,4/5,0,59,1388.0,petrol,0,BL,2,0,HB,4,F
VW,Golf 7,2015,12890,137243,M,4/5,1,110,1968.0,diesel,1,VAR,3,0,SW,5,F
Ford,Mondeo,2016,13999,110544,A,4/5,1,110,1997.0,diesel,0,WH,3,0,SW,3,F
Fiat,Croma,2008,2500,195954,M,4/5,0,88,1910.0,diesel,0,GR,2,0,SW,4,F
Ford,Focus,2001,1650,265637,M,4/5,0,74,1598.0,petrol,0,GR,4,0,HB,3,F
Audi,Q5,2014,19700,150690,A,4/5,1,129,1968.0,diesel,1,GR,3,0,SUV,5,4x4
Opel,Astra,2003,1790,172000,M,4/5,0,55,1686980.0,diesel,0,GR,2,0,HB,3,F
Opel,Vectra,1998,1350,247429,M,4/5,0,74,1600.0,LPG,1,VAR,4,0,SDN,4,F
VW,T5,2013,19999,159467,M,4/5,1,132,1968.0,diesel,0,WH,3,0,VAN,5,F
Opel,Vectra,1997,1199,167216,M,4/5,0,74,1600.0,petrol,0,WH,2,0,SDN,4,F
Peugeot,307,2004,2490,179000,M,4/5,0,80,1560.0,diesel,0,VAR,4,0,HB,4,F
Fiat,Doblo,2003,1600,175000,M,2/3,0,46,1905.0,diesel,1,WH,0,0,PU,3,F
Seat,Leon,2014,6799,182223,M,4/5,1,76,1598.0,diesel,0,VAR,3,0,SW,5,F
Škoda,Roomster,2007,3500,139188,M,4/5,1,51,1422.0,diesel,1,GR,3,0,VAN,4,F
VW,Passat,2011,8799,186500,M,4/5,1,118,1798.0,petrol,1,VAR,3,0,SW,5,F
Mercedes,ML 400,2003,4900,211832,A,4/5,0,184,3996.0,diesel,1,GR,4,0,SUV,3,4x4
Ford,Kuga,2018,18990,26786,M,4/5,0,88,1499.0,diesel,1,WH,4,0,SUV,6,F
Peugeot,508,2015,12950,145550,M,4/5,0,110,1997.0,diesel,0,WH,4,0,SDN,5,F
Ford,C Max,2015,9490,147938,M,4/5,1,85,1560.0,diesel,1,GR,3,0,VAN,5,F
Peugeot,Partner,2012,7499,114379,M,4/5,1,84,1560.0,diesel,1,GR,3,0,SW,5,F
Audi,A3,2004,2350,246000,M,2/3,0,103,1998.0,diesel,0,BL,4,0,HB,4,F
Renault,Megane,2015,7000,156000,M,4/5,1,70,1461.0,diesel,0,VAR,4,0,SW,5,4x4
BMW,318,2004,2220,210000,M,2/3,0,85,1995.0,diesel,1,GR,4,0,HB,3,B
Alfa Romeo,Giulietta,2016,11590,147752,A,4/5,1,128,1956.0,diesel,1,VAR,4,0,HB,6,F
VW,Touareg,2015,31500,119100,A,4/5,1,193,2967.0,diesel,0,GR,3,0,SUV,4,4x4
VW,Passat,2013,12000,90,M,4/5,0,77,1598.0,diesel,1,GR,4,0,SDN,5,F
VW,Passat,2013,9799,168590,M,4/5,1,103,1968.0,diesel,0,BL,3,0,SW,5,F
Seat,Altea XL,2008,4290,201000,M,4/5,0,77,1890.0,diesel,0,BL,4,0,SDN,4,F
Fiat,Panda,2015,4300,131734,M,4/5,0,55,1248.0,diesel,1,WH,2,0,PU,5,F
VW,Golf 6,2013,8600,128544,M,4/5,1,76,1598.0,diesel,1,VAR,0,0,HB,5,F
Nissan,X_Trail,2005,3900,250278,M,4/5,1,99,2184.0,diesel,0,GR,3,0,SW,5,F
VW,Passat,2009,4290,217000,M,4/5,0,103,1998.0,diesel,0,BL,3,0,SW,4,F
Seat,Cordoba,2005,1640,205000,M,4/5,0,55,1390.0,petrol,0,VAR,3,0,SDN,4,F
VW,Passat,2011,8799,185835,M,4/5,1,103,1968.0,diesel,1,VAR,3,0,SW,5,F
Mercedes,A 170,2003,2200,215000,M,4/5,0,70,1689.0,diesel,1,BL,2,0,HB,3,F
Citroen,XM,1991,1800,287043,M,4/5,0,89,1998.0,petrol,1,VAR,4,0,HB,4,F
Chevrolet,Kalos,2004,500,220000,M,4/5,0,61,1.0,LPG,1,GR,2,1,SDN,4,F
Fiat,Punto,2000,850,220000,M,2/3,0,44,1900.0,diesel,0,WH,0,0,SDN,3,F
Alfa Romeo,159,2007,2890,221000,M,4/5,0,110,1910.0,diesel,1,GR,4,0,SDN,4,F
Opel,Astra,2001,1500,201016,M,4/5,0,74,1598.0,petrol,1,GR,2,0,SDN,3,F
Škoda,Fabia,2007,2299,141842,M,4/5,1,40,1198.0,petrol,0,GR,3,0,HB,4,F
Renault,Koleos,2012,7999,194000,M,4/5,0,110,1995.0,diesel,0,WH,4,0,SUV,5,4x4
Opel,Corsa,2006,1400,166532,M,2/3,0,51,1248.0,diesel,0,WH,2,0,HB,4,F
Peugeot,607,2002,1999,245320,M,4/5,0,100,1998.0,LPG,0,VAR,4,0,SDN,3,F
Peugeot,208,2017,9500,1958,M,4/5,1,60,1199.0,petrol,0,GR,0,0,HB,6,F
Renault,Kangoo,2017,7190,93767,M,4/5,1,54,1461.0,diesel,0,WH,3,0,SW,5,F
VW,Passat,2011,8799,180050,M,4/5,1,103,1968.0,diesel,0,VAR,3,0,SW,5,F
Alfa Romeo,159,2006,3980,270000,M,4/5,0,110,1900.0,diesel,0,VAR,4,0,SDN,4,F
Audi,80,1991,950,191000,M,4/5,0,64,1781.0,LPG,0,GR,2,0,SDN,2,F
Opel,Astra,2015,7590,151996,M,4/5,1,81,1598.0,diesel,0,WH,3,0,HB,5,F
Nissan,X_Trail,2004,4499,178137,M,4/5,1,99,2184.0,diesel,0,GR,3,0,SW,5,F
Ford,Focus,2007,3799,166290,M,4/5,1,99,1998.0,diesel,0,VAR,0,0,SW,3,F
Škoda,Octavia,2007,4200,224000,M,4/5,0,77,1900.0,diesel,0,VAR,2,0,SW,4,F
Renault,Megane,2010,4990,244615,M,4/5,0,96,1962.0,diesel,0,WH,4,0,SW,5,F
Mazda,6,2014,8990,205600,M,4/5,1,110,2191.0,diesel,1,VAR,0,0,SW,4,F
Citroen,C4 Grand Picasso,2014,10999,141521,A,4/5,1,68,1560.0,diesel,1,VAR,0,0,VAN,5,F
VW,Golf 6,2011,6399,182245,M,4/5,0,76,1598.0,diesel,0,BL,3,0,SW,5,F
Ford,Fiesta,2002,1380,231000,M,4/5,0,51,1299.0,petrol,0,GR,3,0,HB,4,F
Audi,A3,2012,8500,145441,M,4/5,1,76,1197.0,petrol,1,BL,3,0,HB,5,F
Peugeot,308,2015,7298,166000,M,4/5,1,85,1560.0,diesel,1,GR,4,0,SW,5,F
Škoda,Fabia,2011,4999,182650,M,4/5,1,54,1598.0,diesel,1,VAR,3,0,SW,5,F
Mazda,6,2014,8600,245757,M,4/5,1,110,2191.0,diesel,0,VAR,0,0,SW,4,F
Mercedes,GL 420,2013,43900,117370,A,4/5,1,320,4663.0,petrol,1,GR,0,0,SW,5,F
VW,Golf 6,2010,6799,174995,A,4/5,1,118,1390.0,petrol,0,VAR,3,0,SW,5,F
Renault,Megane,2003,1990,204000,M,4/5,0,82,1598.0,petrol,1,GR,3,0,HB,4,F
VW,Polo,2003,1750,300000,M,2/3,0,55,1900.0,diesel,1,GR,1,0,SDN,3,F
VW,Passat,2003,2550,172000,M,4/5,0,74,1896.0,diesel,0,VAR,4,0,SW,3,F
VW,Golf 4,2001,1750,206000,M,4/5,0,77,1598.0,petrol,0,GR,2,0,SW,3,F
Volvo,XC 60,2014,14650,171917,A,4/5,0,100,1984.0,diesel,0,BL,4,0,SUV,5,F
Škoda,Fabia,2002,1650,142999,M,4/5,0,50,1389.0,petrol,0,VAR,2,0,SW,4,F
Opel,Zafira,2001,1799,245899,M,4/5,0,74,1996.0,diesel,0,VAR,2,0,SDN,3,F
Mazda,Premacy,2002,1400,183000,M,4/5,0,74,2000.0,diesel,0,WH,2,0,VAN,3,F
Opel,Astra,2008,3150,153760,M,4/5,0,74,1686.0,diesel,1,GR,4,0,SW,4,F
Ford,Tourneo,2003,2350,100000,M,4/5,0,88,1800.0,diesel,0,VAR,2,0,VAN,3,F
Mitsubishi,Pajero Pinin,2002,3500,222000,M,4/5,0,95,2000.0,petrol,1,GR,1,0,SUV,3,4x4
Toyota,Aygo,2019,8900,7500,M,4/5,0,53,998.0,petrol,1,WH,2,0,HB,6,F
Audi,A3,1999,1900,320000,M,2/3,0,85,1800.0,petrol,1,BL,4,0,HB,3,F
BMW,318,2003,2750,280000,M,4/5,0,62,1995.0,diesel,0,BL,4,0,SDN,3,B
Volvo,XC 60,2013,15500,201000,M,4/5,0,120,1984.0,diesel,0,BL,4,0,SUV,5,F
Renault,Megane,2006,3000,210000,M,2/3,0,96,1900.0,diesel,1,BL,4,0,CBR,4,F
Opel,Meriva,2004,2100,168400,M,4/5,0,74,1698.0,diesel,1,GR,2,0,VAN,4,F
Audi,A4,2009,10200,220000,M,4/5,0,104,1998.0,diesel,0,WH,4,0,SDN,5,F
Mitsubishi,Carisma,2003,1600,250000,M,4/5,0,84,1897.0,diesel,1,GR,4,0,SDN,3,F
Citroen,C4 Picasso,2007,2950,158250,M,4/5,0,80,1590.0,diesel,0,GR,4,0,VAN,4,F
VW,Golf 6,2011,5950,191000,M,4/5,0,59,1390.0,petrol,0,BL,3,0,HB,5,F
Alfa Romeo,147,2005,1700,233130,M,4/5,0,85,1900.0,diesel,1,VAR,2,0,HB,4,F
Fiat,Punto,2002,1200,234840,M,2/3,0,59,1242.0,petrol,0,BL,2,0,HB,3,F
Lada,Niva,2009,3200,157000,M,2/3,0,59,1690.0,LPG,0,VAR,1,0,SUV,4,4x4
Opel,Vectra,2003,2700,210136,M,4/5,0,90,1800.0,LPG,1,GR,1,0,SDN,3,F
Citroen,Xsara Picasso,2003,1550,223772,M,4/5,0,66,1997.0,diesel,0,BL,4,0,VAN,3,F
Renault,Laguna,2001,1300,238000,M,4/5,0,85,1800.0,petrol,0,GR,4,0,HB,3,F
VW,Golf 6,2009,6950,204000,M,4/5,0,81,1968.0,diesel,0,VAR,3,0,HB,6,F
Renault,Twingo,2003,1200,181650,M,2/3,0,55,1149.0,petrol,0,GR,2,0,HB,3,F
Peugeot,307,2004,2100,178923,M,4/5,0,50,1400.0,diesel,1,GR,2,0,SW,3,F
Opel,Astra,2006,3399,240000,M,4/5,0,77,1896.0,diesel,1,BL,2,0,HB,4,F
Audi,A3,2014,11300,186000,M,4/5,0,110,1998.0,diesel,1,BL,4,0,HB,5,4x4
Ford,Mondeo,1997,250,1,M,4/5,0,66,1793.0,diesel,1,VAR,2,0,HB,2,F
MINI,Cooper,2003,2100,150000,M,2/3,0,85,1600.0,petrol,0,GR,2,0,SDN,3,F
Renault,Clio,2005,1999,178500,M,4/5,0,48,1461.0,diesel,1,VAR,2,0,HB,3,F
VW,Golf 5,2004,2900,244000,M,4/5,0,85,1598.0,petrol,0,VAR,4,0,HB,3,F
Peugeot,207,2007,3150,168923,M,4/5,0,50,1400.0,diesel,1,GR,2,0,HB,4,F
VW,Golf 3,1997,1190,308000,M,4/5,0,55,1781.0,LPG,1,VAR,2,0,HB,2,F
Opel,Zafira,2005,2350,250000,M,4/5,0,74,1995.0,diesel,0,BL,4,0,VAN,4,F
BMW,418,2015,15499,200000,A,4/5,0,100,1995.0,diesel,0,GR,4,0,SDN,6,B
BMW,318,2002,2250,260000,M,4/5,0,105,1995.0,LPG,0,GR,2,0,SW,3,B
Fiat,Bravo,2000,1250,236544,M,2/3,0,75,1600.0,LPG,1,WH,2,0,HB,3,F
VW,Passat,2008,4550,176000,M,4/5,0,103,1968.0,diesel,0,BL,4,0,SW,4,F
VW,Passat,2000,2100,50000,M,4/5,0,85,1896.0,diesel,0,BL,4,0,SDN,3,F
Peugeot,307,2006,2199,188567,M,4/5,0,66,1560.0,diesel,0,GR,2,0,SW,4,F
Volvo,V40,2016,9790,163250,A,4/5,1,88,1969.0,diesel,1,GR,4,0,HB,6,F
Peugeot,308,2007,3190,185000,M,4/5,0,88,1598.0,petrol,1,VAR,4,0,HB,4,F
Zastava,Koral,2003,515,80000,M,2/3,0,47,1301.0,petrol,1,VAR,1,0,SDN,3,F
Peugeot,308,2009,4450,184000,M,4/5,0,66,1560.0,diesel,0,BL,3,0,HB,4,F
Opel,Kadett,1987,300,150000,M,4/5,0,44,1280.0,petrol,0,VAR,0,0,HB,2,F
VW,Golf 4,2003,1690,179000,M,2/3,0,74,1900.0,diesel,0,GR,2,0,SDN,3,F
Opel,Astra,2004,2700,169850,M,4/5,0,6690,1368.0,petrol,1,VAR,2,0,HB,4,F
VW,Golf 5,2004,3499,189300,M,4/5,0,77,1896.0,diesel,0,GR,4,0,SDN,4,F
Opel,Astra,2001,1650,212000,M,4/5,0,55,1686.0,diesel,0,VAR,2,0,SW,3,F
VW,Golf 5,2008,5200,181000,M,4/5,0,77,1860.0,diesel,0,BL,4,0,SDN,4,F
VW,Golf 4,2004,2300,260000,M,4/5,0,74,1900.0,diesel,0,GR,4,0,SW,4,F
Fiat,Panda,2008,2600,280000,M,4/5,0,44,1290.0,diesel,0,WH,2,0,HB,3,F
Opel,Corsa,2001,2200,147658,M,4/5,0,92,1800.0,LPG,1,VAR,2,0,HB,3,F
Renault,Kangoo,2005,2500,230000,M,4/5,0,60,1461.0,diesel,1,VAR,3,0,VAN,3,F
Audi,A3,2014,10990,173359,M,4/5,0,81,1598.0,diesel,0,VAR,4,0,HB,6,F
Opel,Zafira,2002,2000,208000,M,4/5,0,74,1997.0,diesel,1,BL,2,0,VAN,3,F
Opel,Omega,1998,350,250000,M,4/5,0,100,2000.0,petrol,1,BL,2,0,SW,2,F
Fiat,Brava,2000,750,200000,M,4/5,0,74,1600.0,LPG,0,WH,2,0,HB,3,F
Renault,Clio,2003,1950,190000,M,4/5,0,55,1.0,petrol,1,GR,2,0,HB,3,F
Hyundai,Santa Fe,2004,3300,160740,M,4/5,0,83,2000.0,diesel,0,VAR,3,0,SUV,3,4x4
Audi,A6,2016,28999,142177,A,4/5,1,159,2967.0,diesel,1,GR,3,0,SW,4,F
BMW,518,2015,18650,88870,A,4/5,0,110,1995.0,diesel,0,BL,4,0,SDN,6,B
Opel,Astra,2015,6790,166430,M,4/5,1,81,1598.0,diesel,1,WH,4,0,SW,6,F
Mercedes,A 170,2003,2300,199880,M,4/5,0,70,1689.0,diesel,1,GR,3,0,SDN,4,F
Opel,Astra,2016,8290,150140,M,4/5,1,81,1598.0,diesel,0,VAR,4,0,SW,6,F
Ford,Focus,2005,2500,309000,M,4/5,0,80,1600.0,diesel,1,GR,4,0,SW,3,F
Seat,Ibiza,2002,1390,137000,M,2/3,0,47,1200.0,petrol,0,BL,2,0,HB,3,F
Ford,Fiesta,1999,250,150000,M,4/5,0,40,1300.0,petrol,0,GR,0,1,HB,2,F
VW,Tiguan,2017,18650,153567,M,4/5,0,85,1968.0,diesel,0,BL,4,0,SUV,6,F
Opel,Combo,2009,3000,201302,M,4/5,0,55,1248.0,diesel,0,GR,1,0,PU,4,F
Audi,A4,2014,12999,158100,A,4/5,1,110,1968.0,diesel,0,BL,3,0,SW,5,F
BMW,X6,2012,26390,240000,A,4/5,0,225,2993.0,diesel,0,BL,4,0,SUV,6,4x4
VW,Golf 5,2006,3500,185000,M,4/5,0,85,1600.0,petrol,0,GR,2,0,HB,3,F
Mercedes,CLA 200,2014,13990,171940,M,4/5,1,100,2143.0,diesel,0,GR,4,0,SDN,6,F
Seat,Leon,2005,2950,215000,M,4/5,0,81,1896.0,diesel,1,VAR,2,0,HB,3,F
Dacia,Sandero,2011,4000,127200,M,4/5,0,55,1500.0,diesel,1,GR,2,0,SDN,4,F
Renault,Megane,2016,8590,140130,M,4/5,1,66,1461.0,diesel,1,WH,2,0,HB,6,F
Fiat,Marea,2001,300,225000,M,4/5,0,76,1600.0,LPG,1,GR,2,0,SW,3,F
Nissan,Micra,2006,2450,197000,M,4/5,0,59,1240.0,petrol,1,VAR,2,0,HB,4,F
Fiat,Punto,2002,1200,301500,M,2/3,0,63,1910.0,diesel,0,WH,2,0,HB,3,F
Peugeot,206,2004,1700,135000,M,2/3,1,80,1586.0,petrol,1,GR,4,0,CBR,3,F
Audi,A4,2014,12999,158100,A,4/5,1,110,1968.0,diesel,0,BL,3,0,SW,5,F
Mercedes,S 350,2014,44990,178000,A,4/5,0,190,2987.0,diesel,1,BL,4,0,SDN,6,4x4
Opel,Corsa,2002,1499,18400,M,4/5,0,65,1680.0,diesel,0,VAR,2,0,SDN,3,F
Hyundai,Tucson,2008,3800,156000,M,4/5,1,104,2000.0,petrol,0,GR,3,0,SUV,3,F
Renault,Megane,2003,1800,233000,M,4/5,0,72,1390.0,LPG,0,VAR,3,0,HB,3,F
Hyundai,i30,2008,3350,196000,M,4/5,0,66,1582.0,diesel,1,BL,4,0,HB,4,F
VW,Polo,2000,890,220000,M,4/5,0,44,1400.0,petrol,0,WH,0,0,SW,3,F
Opel,Corsa,2002,1499,18400,M,4/5,0,65,1680.0,diesel,0,VAR,2,0,SDN,3,F
Ford,Mondeo,2016,9890,173068,M,4/5,1,110,1997.0,diesel,0,VAR,4,0,SW,6,F
VW,Touran,2017,12790,147030,M,4/5,1,85,1598.0,diesel,0,VAR,2,0,SW,6,F
Citroen,Xsara Picasso,2004,1900,233000,M,4/5,0,80,1560.0,diesel,0,VAR,4,0,VAN,3,F
Opel,Meriva,2006,2800,210000,M,4/5,0,74,1700.0,diesel,0,VAR,2,0,SW,4,F
BMW,318,2011,9000,190000,M,4/5,0,105,1995.0,diesel,0,VAR,4,0,SW,5,B
Nissan,Qashqai,2014,10190,192123,M,4/5,1,81,1461.0,diesel,0,VAR,4,0,SUV,6,F
Nissan,Primera,2001,900,192000,M,4/5,0,102,1998.0,LPG,0,VAR,4,0,SDN,3,F
Fiat,Stilo,2002,1500,350000,M,4/5,0,85,1910.0,diesel,0,GR,2,0,HB,3,F
VW,Eos,2009,5590,169312,M,2/3,1,90,1390.0,petrol,0,BL,4,0,CBR,5,F
Audi,A6,2010,11800,176999,M,4/5,0,125,1986.0,diesel,0,BL,4,0,SDN,5,F
Citroen,C5,2005,2990,283000,M,4/5,0,81,1600.0,diesel,0,GR,4,0,SDN,4,F
Lancia,Ypsilon,2004,1950,152000,M,2/3,1,40,1242.0,petrol,1,VAR,2,0,HB,3,F
Opel,Corsa,1997,350,200000,M,2/3,0,44,1700.0,diesel,0,BL,0,0,CP,2,F
Opel,Vectra,1997,250,250000,M,4/5,0,76,1600.0,LPG,1,VAR,2,0,SW,2,F
Peugeot,306,2001,300,200000,M,4/5,0,66,2000.0,diesel,0,GR,2,0,SW,3,F
Peugeot,508,2013,7690,182500,M,4/5,1,103,1997.0,diesel,1,GR,4,0,SW,5,F
Opel,Kadett,1980,250,200000,M,2/3,0,40,1600.0,diesel,1,VAR,0,0,HB,2,F
Opel,Kadett,1986,250,250000,M,2/3,0,40,1600.0,diesel,0,VAR,0,0,HB,2,F
Škoda,Felicia,1997,250,220000,M,4/5,0,55,1600.0,LPG,1,VAR,0,1,HB,2,F
BMW,X5,2009,10490,197468,A,4/5,1,209,2993.0,diesel,1,GR,0,0,SW,4,4x4
Fiat,Punto,1997,300,250000,M,2/3,0,40,1108.0,petrol,1,WH,0,0,HB,2,F
VW,Polo,1986,250,150000,M,2/3,0,29,1000.0,petrol,1,VAR,0,0,HB,1,F
VW,Vento,1994,450,300000,M,4/5,0,66,1800.0,LPG,0,VAR,0,0,SDN,2,F
Opel,Vectra,1998,400,250000,M,4/5,0,74,1998.0,diesel,1,BL,2,0,SDN,2,F
VW,Polo,2009,3390,145224,M,4/5,1,59,1390.0,petrol,0,GR,3,0,HB,4,F
Škoda,Felicia,1999,250,220000,M,4/5,0,47,1900.0,diesel,0,VAR,0,0,HB,2,F
Suzuki,Maruti,1991,250,100000,M,4/5,0,26,800.0,petrol,1,GR,0,0,HB,2,F
VW,Bora,2001,2200,216000,M,4/5,0,66,1896.0,diesel,0,VAR,4,0,SDN,3,F
Ford,Mondeo,1996,300,250000,M,4/5,0,66,1800.0,diesel,1,WH,2,0,SW,2,F
Audi,Q5,2018,42500,50950,A,4/5,1,140,1968.0,diesel,1,GR,3,0,SUV,5,4x4
VW,Touran,2006,3599,266543,M,4/5,0,77,1896.0,diesel,0,VAR,4,0,SDN,4,F
Peugeot,5008,2016,8290,185925,A,4/5,1,88,1560.0,diesel,0,BL,4,0,VAN,6,F
Škoda,Fabia,2015,6660,131746,M,4/5,1,76,1197.0,petrol,1,WH,3,0,SW,5,F
Ford,Fiesta,1985,250,200000,M,2/3,0,29,1100.0,petrol,1,VAR,0,0,HB,1,F
Opel,Zafira,2001,1350,222000,A,4/5,1,92,1796.0,petrol,0,GR,3,0,VAN,3,F
Citroen,C4 Grand Picasso,2014,12999,107007,M,4/5,1,85,1560.0,diesel,1,VAR,0,0,VAN,5,F
Citroen,C4 Grand Picasso,2014,11999,136134,M,4/5,1,110,1997.0,diesel,0,GR,3,0,VAN,5,F
Renault,Megane,2016,6650,204000,M,4/5,0,70,1461.0,diesel,0,GR,4,0,SW,6,F
Citroen,C5,2005,3450,143000,M,4/5,0,100,1997.0,diesel,1,GR,4,0,SDN,4,F
Ford,Escort,1998,350,190000,M,4/5,0,66,1600.0,petrol,0,VAR,0,0,SW,2,F
BMW,520,2008,8000,160,M,4/5,0,125,1995.0,petrol,1,VAR,2,0,SDN,5,B
Zastava,750,1982,250,100000,M,2/3,0,16,750.0,petrol,1,WH,0,0,CP,2,B
Fiat,Cinquecento,1996,200,200000,M,2/3,0,40,1108.0,petrol,0,VAR,0,0,HB,2,F
Renault,Scenic,2004,1650,218083,A,4/5,1,98,1998.0,petrol,0,WH,3,0,VAN,3,F
VW,Golf 2,1991,250,250000,M,4/5,0,40,1600.0,diesel,0,WH,0,0,HB,2,F
Honda,Civic,2008,5250,191558,M,4/5,1,103,2204.0,diesel,0,VAR,3,0,HB,4,F
Mercedes,C 270,2004,2250,302591,M,4/5,0,125,2685.0,diesel,0,GR,4,0,SW,3,B
Ford,Mustang,2016,34990,47610,A,2/3,1,309,4951.0,petrol,1,VAR,3,0,CBR,4,F
Renault,Traffic,2012,5850,174000,M,4/5,0,66,1995.0,diesel,1,WH,2,0,VAN,5,F
Fiat,Punto,1999,1800,248000,M,2/3,0,44,1240.0,petrol,1,GR,0,0,HB,1,F
Honda,Civic,1991,250,220000,A,4/5,0,56,1500.0,petrol,0,WH,0,0,SDN,2,F
VW,Polo,2011,5390,188425,M,4/5,1,43,1198.0,petrol,0,WH,3,0,HB,4,F
